id	is_closed	name	province	city	detail_addr	tel	business_hours	holiday	type	grade	homepage	latitude	longitude	menu	zip	parking	tel2	distance	rough_map_desc	price	
588	false	빚은 - 연희동점	수도권	서울	서울 서대문구 연희동 131-1	02-322-1614			빵집	대부분 채식	http://www.bizeun.co.kr	37.567104	126.929649	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
589	false	빚은 - 영광터미널점	전라	영광군	전라남도 영광군 영광읍 남천리 324-17	061-351-3320			빵집	대부분 채식	http://www.bizeun.co.kr	35.275669	126.504066	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					1층		
590	false	빚은 - 오금역점	수도권	서울	서울 송파구 가락동 8	02-430-0049			빵집	대부분 채식	http://www.bizeun.co.kr	37.502838	127.126106	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					스타클래스 상가 107호		
591	false	빚은 - 용인동천점	수도권	용인시	경기 용인시 수지구 동천동 417-5	031-896-5225			빵집	대부분 채식	http://www.bizeun.co.kr	37.337463	127.088707	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
592	false	빚은 - 용인보라점	수도권	용인시	경기 용인시 기흥구 보라동 577	031-693-8982			빵집	대부분 채식	http://www.bizeun.co.kr	37.253548	127.109581	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					베스트프라자 108호		
593	false	빚은 - 용인흥덕점	수도권	용인시	경기 용인시 기흥구 영덕동 985-1	031-214-5544			빵집	대부분 채식	http://www.bizeun.co.kr	37.275726	127.071884	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
594	false	빚은 - 우장산역점	수도권	서울	서울 강서구 내발산동 719-5	02-2664-4757			빵집	대부분 채식	http://www.bizeun.co.kr	37.549915	126.835915	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					1층 8호		
595	false	빚은 - 울산수암점	경상	울산	울산 남구 야음동 715-7	052-258-0939			빵집	대부분 채식	http://www.bizeun.co.kr	35.523365	129.318817	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
596	false	빚은 - 원주단구점	강원	원주시	강원 원주시 단구동 1512-2	033-762-3555			빵집	대부분 채식	http://www.bizeun.co.kr	37.329975	127.949966	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					광장빌딩 1층		
597	false	빚은 - 의정부금오점	수도권	의정부시	경기 의정부시 금오동 474-3	031-851-0244			빵집	대부분 채식	http://www.bizeun.co.kr	37.752945	127.070793	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
598	false	빚은 - 이수역점	수도권	서울	서울 동작구 사당2동 139-50	02-595-3910			빵집	대부분 채식	http://www.bizeun.co.kr	37.487389	126.980629	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
599	false	빚은 - 이천창전점	수도권	이천시	경기 이천시 창전동 169-8	031-631-1666			빵집	대부분 채식	http://www.bizeun.co.kr	37.278744	127.446396	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
600	false	빚은 - 익산영동점	전라	익산시	전북 익산시 영등동 821	063-831-3456			빵집	대부분 채식	http://www.bizeun.co.kr	35.961002	126.974922	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
601	false	빚은 - 인사동점	수도권	서울	서울 종로구 인사동 37	02-738-1245			빵집	대부분 채식	http://www.bizeun.co.kr	37.572292	126.986862	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
602	false	빚은 - 인천가좌점	수도권	인천	인천 서구 가좌2동 30-132	032-583-6780			빵집	대부분 채식	http://www.bizeun.co.kr	37.493126	126.68438	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
603	false	빚은 - 인천계양구청점	수도권	인천	인천 계양구 용종동 210-3	032-546-8886			빵집	대부분 채식	http://www.bizeun.co.kr	37.538303	126.737129	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
604	false	빚은 - 인천논현역점	수도권	인천	인천 남동구 논현동 8	032-428-0078			빵집	대부분 채식	http://www.bizeun.co.kr	37.416435	126.738136	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
605	false	빚은 - 인천동춘점	수도권	인천	인천 연수구 동춘동 932	032-814-8002			빵집	대부분 채식	http://www.bizeun.co.kr	37.405403	126.672546	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					한양2차 상가 B동101호		
606	false	빚은 - 인천산곡점	수도권	인천	인천 부평구 산곡동 124-25	032-518-1194			빵집	대부분 채식	http://www.bizeun.co.kr	37.506138	126.708572	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
607	false	빚은 - 인천삼산점	수도권	인천	인천 부평구 삼산동 465-1	032-525-1177			빵집	대부분 채식	http://www.bizeun.co.kr	37.507843	126.732033	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					대덕리치아노 1층 103호		
608	false	빚은 - 인천송도신도시점	수도권	인천	인천 연수구 송도동 3-5	032-858-0666			빵집	대부분 채식	http://www.bizeun.co.kr	37.394936	126.651474	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
609	false	빚은 - 인하대병원점	수도권	인천	인천 중구 신흥동3가 7-206	032-891-0157			빵집	대부분 채식	http://www.bizeun.co.kr	37.458576	126.633919	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
610	false	빚은 - 일산백마점	수도권	고양시	경기 고양시 일산동구 마두동 736-1	031-902-8688			빵집	대부분 채식	http://www.bizeun.co.kr	37.654213	126.789757	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
611	false	빚은 - 일산화정점	수도권	고양시	경기 고양시 덕양구 화정동 983	031-938-3195			빵집	대부분 채식	http://www.bizeun.co.kr	37.632381	126.830811	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
612	false	빚은 - 일산후곡점	수도권	고양시	경기 고양시 일산서구 일산동 1060	031-916-3232			빵집	대부분 채식	http://www.bizeun.co.kr	37.67881	126.764442	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					1층 107호		
613	false	빚은 - 잠실1호점	수도권	서울	서울 송파구 신천동 7-14	02-420-2855			빵집	대부분 채식	http://www.bizeun.co.kr	37.516941	127.102264	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					더샵스타파크 115호		
614	false	빚은 - 잠원한신점	수도권	서울	서울 서초구 잠원동 50-5	02-3477-2468			빵집	대부분 채식	http://www.bizeun.co.kr	37.516121	127.014694	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
615	false	빚은 - 장안점	수도권	서울	서울 동대문구 장안동 334-1	02-966-8944			빵집	대부분 채식	http://www.bizeun.co.kr	37.571838	127.074608	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
616	false	빚은 - 전주서신점	전라	전주시	전북 전주시 완산구 서신동 963-2	063-227-9727			빵집	대부분 채식	http://www.bizeun.co.kr	35.835217	127.115631	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
617	false	빚은 - 전주아중점	전라	전주시	전북 전주시 덕진구 인후동1가 890-3	063-242-8459			빵집	대부분 채식	http://www.bizeun.co.kr	35.829681	127.167793	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
618	false	빚은 - 전주중화산점	전라	전주시	전북 전주시 완산구 중화산동2가 744-2	063-221-2390			빵집	대부분 채식	http://www.bizeun.co.kr	35.825115	127.116272	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
619	false	빚은 - 전주평화점	전라	전주시	전북 전주시 완산구 평화동2가 339-4	063-227-1080			빵집	대부분 채식	http://www.bizeun.co.kr	35.800056	127.114136	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
620	false	빚은 - 전주효자점	전라	전주시	전북 전주시 완산구 효자동1가 663-12	063-226-0974			빵집	대부분 채식	http://www.bizeun.co.kr	35.787502	127.131798	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
621	false	빚은 - 정동점	수도권	서울	서울시 중구 정동 23-15	02-755-5559			빵집	대부분 채식	http://www.bizeun.co.kr	37.567741	126.969475	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					진섭빌딩1층		
622	false	빚은 - 제천청전점	충청	제천시	충북 제천시 청전동 626-1	043-643-9186			빵집	대부분 채식	http://www.bizeun.co.kr	37.152168	128.216797	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
623	false	빚은 - 주안신기점	수도권	인천	인천 남구 주안동 1462-18	032-861-0203			빵집	대부분 채식	http://www.bizeun.co.kr	37.448299	126.678673	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
624	false	빚은 - 중계은행점	수도권	서울	서울 노원구 중계동 360-9	02-936-1114			빵집	대부분 채식	http://www.bizeun.co.kr	37.649559	127.076363	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					두타빌딩A동 1층 106호		
625	false	빚은 - 진주신안점	경상	진주시	경남 진주시 신안동 764-2	055-748-2555			빵집	대부분 채식	http://www.bizeun.co.kr	35.177608	128.063202	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
626	false	빚은 - 진천역점	경상	대구	대구 달서구 진천동 508	053-635-3777			빵집	대부분 채식	http://www.bizeun.co.kr	35.813225	128.523788	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
627	false	빚은 - 천안신부점	충청	천안시	충남 천안시 동남구 신부동 543	041-557-5300			빵집	대부분 채식	http://www.bizeun.co.kr	36.823189	127.155426	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
628	false	빚은 - 천안쌍용점	충청	천안시	충남 천안시 서북구 쌍용3동 1952	041-577-3534			빵집	대부분 채식	http://www.bizeun.co.kr	36.802563	127.119141	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					리치프라자1층 102호		
629	false	빚은 - 천안충절로점	충청	천안시	충남 천안시 동남구 신부동 466-5	041-568-1006			빵집	대부분 채식	http://www.bizeun.co.kr	36.817455	127.157997	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
630	false	빚은 - 청량리역점	수도권	서울	서울 동대문구 전농동 591-53	02-3707-1363			빵집	대부분 채식	http://www.bizeun.co.kr	37.58094	127.046982	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
631	false	빚은 - 청주가경점	충청	청주시	충청북도 청주시 흥덕구 가경동 1699	043-233-8884			빵집	대부분 채식	http://www.bizeun.co.kr	36.616184	127.443336	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					그린프라자104호		
632	false	빚은 - 청주산남점	충청	청주시	충북 청주시 흥덕구 산남동 501	043-294-1254			빵집	대부분 채식	http://www.bizeun.co.kr	36.611576	127.470123	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					스타빌딩 102호		
633	false	빚은 - 춘천애막골점	강원	춘천시	강원 춘천시 석사동 729-1	033-264-7760			빵집	대부분 채식	http://www.bizeun.co.kr	37.86726	127.754257	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
634	false	빚은 - 춘천에버빌점	강원	춘천시	강원 춘천시 석사동 880-3	033-264-7054			빵집	대부분 채식	http://www.bizeun.co.kr	37.851536	127.744202	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					종로타워 102호		
635	false	빚은 - 춘천팔호광장점	강원	춘천시	강원 춘천시 효자동 654-9	033-253-9991			빵집	대부분 채식	http://www.bizeun.co.kr	37.876144	127.735092	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					메가시티 1층		
636	false	빚은 - 충주성서점	충청	충주시	충북 충주시 성서동 497	043-843-0101			빵집	대부분 채식	http://www.bizeun.co.kr	36.969543	127.932312	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					황금타운 1층		
637	false	빚은 - 타임스퀘어점	수도권	서울	서울 영등포구 영등포동4가 441-10	02-2068-4946			빵집	대부분 채식	http://www.bizeun.co.kr	37.517975	126.905342	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					타임스퀘어 지하2층 202호		
638	false	빚은 - 파주금릉역점	수도권	파주시	경기 파주시 금촌동 988-6	031-941-1778			빵집	대부분 채식	http://www.bizeun.co.kr	37.751907	126.768257	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
639	false	빚은 - 포항대이점	경상	포항시	경북 포항시 남구 대잠동 469-9	054-283-1259			빵집	대부분 채식	http://www.bizeun.co.kr	36.025047	129.341248	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
640	false	빚은 - 포항두호점	경상	포항시	경북 포항시 북구 두호동 1101-7	054-252-2440			빵집	대부분 채식	http://www.bizeun.co.kr	36.064629	129.374084	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
641	false	빚은 - 행당점	수도권	서울	서울 성동구 행당동 317-130	02-549-0114			빵집	대부분 채식	http://www.bizeun.co.kr	37.558388	127.032837	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
642	false	빚은 - 홍대역점	수도권	서울	서울 서대문구 창천동 508-2	02-786-1010			빵집	대부분 채식	http://www.bizeun.co.kr	37.558495	126.928055	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
643	false	빚은 - 화성남양점	수도권	화성시	경기도 화성시 남양동1268-12	031-355-6780			빵집	대부분 채식	http://www.bizeun.co.kr	37.209679	126.819214	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					외 1필지, 현대프라자 101호		
644	false	빚은 - 화성봉담점	수도권	화성시	경기 화성시 봉담읍 동화리 5	031-227-3339			빵집	대부분 채식	http://www.bizeun.co.kr	37.229881	126.968536	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)							
645	false	빚은 - 화성향남중앙점	수도권	화성시	경기 화성시 향남읍 행정리 21-6	031-354-6192			빵집	대부분 채식	http://www.bizeun.co.kr	37.130898	126.934898	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					(향남택지지구 21-6)중앙프라자 1층 113호		
646	false	빚은 - 회룡역점	수도권	의정부시	경기 의정부시 호원동 425	031-871-5878			빵집	대부분 채식	http://www.bizeun.co.kr	37.725262	127.048546	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					한승프라자 111		
647	false	빚은 - kiosk점	수도권	인천	인천 중구 운서동 2851	032-743-2593			빵집	대부분 채식	http://www.bizeun.co.kr	37.44677	126.454041	떡카페(우유, 치즈 등이 들어간 떡도 있으니 주의)					인천국제공항 3층		
648	false	명동 신세계백화점	수도권	서울	서울특별시 중구 충무로1가 신세계백화점 본점				주문식	일부 채식		37.560887	126.981279	야채쌈밥, 영양찰밥도시락 지하 1층 왕만두 파는 곳에서 가까움						10층 식당가 자하손만두에는  채식'소만두'와 콩국수를 먹을 수 있음	
649	false	발우공양3호점 공감	수도권	서울	서울 양천구 신정동 319-11 국제선센터 1층	02-2642-2081			주문식	비건	http://www.mimint.co.kr/place/ed_view.asp?bidx=417	37.520802	126.870224	코스요리,냉면,찌개,국수					국제선센터 1층	냉면/찌개 7~9000, 연화국수 2인15000, 코스18~24000	
650	false	발우공양 고상	수도권	서울	서울 중구 수하동 67 센터원 빌딩 지하2층	02-6030-8955			주문식	비건	http://blog.naver.com/rena1001/150107315937	37.567304	126.985243	한정식 코스 요리					청계천 한화빌딩 옆건물(을지로 입구역이나 종각역)	점심 12,000원부터~56,000원까지 부가세 별도	
651	false	빈가게	수도권	서울	서울시 용산구 용산동 2가 22-1 1층	070-8748-1968			주문식	대부분 채식	http://cafe.naver.com/ululul/85715	37.544422	126.98667	주문시 확인요-카레마파두부 볶음밥, 채식라면 커피, 차, 생협제품판매 등					http://binzib.net/xe/ (빈집)	볶음밥 5,000원, 떡볶이 8,000원	
653	false	삼육대 후문 중국관	수도권	서울	경기도 남양주시 별내면 화접리 558-59	031-528-8236			주문식	일부 채식		37.644005	127.109268	짜장면 및 짱뽕 등을 채식으로 주문 가능					삼육대 후문 바로 앞에 있음(노천 카페 옆)		
654	false	슬로비 커뮤니티 카페	수도권	서울	서울 마포구 동교동 163-9 5층	02-3143-5525			주문식	일부 채식	http://cafe.naver.com/ululul/86919	37.554972	126.922654	채식으로 주문 필요(계란 문의)					홍대입구역 근처	약 8,000원 내외(다양)	
655	false	효소원 방배 2호점	수도권	서울	서울 서초구 방배동 475-31	02-584-1820	11:30~14:30, 17:30~20:30	일요일 휴무	뷔페	대부분 채식	http://cafe.naver.com/ululul/87069	37.477757	126.987131	뷔페(국과 김치는 비건식으로 주문요청)					효소원(방배1호점) 인근	13,000원/10세이하 6천/도시락 6천	
657	false	백련한정식	수도권	일산	경기 고양시 일산동구 풍동 666	031-906-8288	11:30 ~ 22:00	휴무없음	주문식	일부 채식	http://www.백련한정식.kr/	37.669733	126.790879	채식정식코스		주차 가능			예전 일산 요산재 자리	채식정식코스 20,000원	
658	false	그린러브하우스	수도권	남양주	경기도 남양주시 별내면 청학리 497-11	031-821-3303	점심 12시~2시, 저녁-곡물요리(확인요)	금요일 오후~토요일(확인요)	뷔페	유란 채식	http://cafe.naver.com/ululul/84433	37.707803	127.11113	점심 뷔페, 점심시간 외는 곡물요리 메뉴					수락산 입구	점심 뷔페 만원, 곡물요리 1만~2만원	
661	false	녹야원	경상	대구	대구광역시 북구 구암동 818-2	053-314-6686	10:00~22:00	휴무 없음	주문식	일부 채식	http://cafe.naver.com/ululul/86604	35.936553	128.567793	연밥특정식, 현미건강식, 한정식, 냉면 등 비건식으로 주문 가능					예약권장	약 1~2만원 정도	
662	false	연빈재	경상	대구	달서구 본동 944-1번지 유빈문화원(부설)1층	053-632-6900	사전 예약 필수	매주 일요일 휴무	주문식	대부분 채식	http://cafe.naver.com/ululul/79758	35.83385	128.536379	자연 송인 연밥 정식, 콩고기 비빔국수 등					비건식인지 확인 필요	9,000~55,000	
663	false	커피주전자	경상	구미	경북 구미시 진평동 7-13번지 해오니아B동	054-475-4728		월요일 휴무	빵집	비건	http://cafe.naver.com/ululul/81855	36.099368	128.424499	치아바타 비건샌드위치, 카페메뉴 두유선택 가능					구미시립도서관 인동분관 옆		
664	false	현미밥 채식 전문점 산야초	경상	안동	경북 안동시 북문동 23-6	054-822-8558			주문식	비건	http://4o0e9b2o.blog.me/10098119745	36.566965	128.729504	비건식인지 확인 필요					안동시청근처, 안동 시내에 한일외과 혹은 김종식 이비인후과 병원 앞에 위치		
665	false	러빙헛 헤어라떼 대신동점	경상	부산	부산 서구 동대신동3가 14-1 리버스 5차	051-248-6166	10:00~22:00	월요일, 1,3주 일요일 휴무	주문식	비건	http://cafe.naver.com/ululul/80027	35.117737	129.017297	파스타, 카레우동, 샐러드, 버섯볶음 등					헤어샵과 비스트로까페가 함께있는 샵인샵	5,000~10,500	
667	false	정림 센텀시티점(약선 채식 도시락)	경상	부산	부산 해운대구 우동 신세계백화점 지하1층	051-745-2183			주문식	대부분 채식	http://cafe.naver.com/ululul/83294	35.16888	129.129592	채식 도시락(비건 확인요)						6,500~9,000원	
668	false	정림 동래본점	경상	부산	부산 동래구 수안동 460-3	051-552-1211			주문식	일부 채식	http://cafe.naver.com/ululul/85667	35.203033	129.08521	정통 한정식(별도 채식 주문 필요)							
671	false	잎새바람	경상	양산시	경남 양산시 주진동 655	055-386-5695			주문식	대부분 채식	http://cafe.naver.com/ululul/81780	35.393874	129.135714	비빔밥 및 한정식(완전 채식으로 별도 주문)						비빔밥 8,000, 한정식 15,000	
672	false	자연으로(친환경 유기농 휴게소)	제주	서귀포시	제주 서귀포시 성산읍 삼달리 1079-5	010-9452-2841	이른 아침에도 전화하면 달려옴^^		주문식	비건	http://cafe.naver.com/ululul/84077	33.378374	126.840338	콩나물 비빔밥, 비빔국수, 백야초 효소 차, 차(꿀 문의)			010-2663-4211		힐그린 휴게소 안, 채식인이 운영		
673	false	채사랑	수도권	서울	서울 관악구 서울대학교 농업생명과학대학식당				주문식	비건	http://cafe.naver.com/ululul/87597	37.456058	126.948686	오늘의 메뉴		서울대안 생명과학대학 주차(유료)			농업생명과학대학(75-1건물) 식당 3층	오늘의 메뉴 3,000원	
675	false	로즈베이커리	수도권	서울	서울 용산구 한남동 739-1	02-790-7225			빵집	일부 채식	http://blog.naver.com/chefsoomin/100128937339	37.538174	127.001265	샐러드,믹스베지터블,그레놀라와 소야,조각케익,음료					6호선 한강진역 1번출구 도보5분,리움 골목 초입 꼼데가르송 플래그십스토어1F	그레놀라 11,000원, 빵 7천~만원선	
676	false	데디앤맘 베이커리	수도권	서울	서울 용산구 이태원동 666	02-794-2256		일요일 휴무	빵집	일부 채식	http://cafe.naver.com/ululul/82790	37.53982	126.987541	일부 채식빵, 택배 가능							
677	false	라즈리즈	수도권	광명시	경기 광명시 광명4동 158-306 1층	02-2618-5579	07:00~23:00	정기 휴무 없는 듯	빵집	비건	http://blog.naver.com/ahddl14/60101713326	37.477938	126.858666	비건 빵					7호선 광명역 사거리 1번출구로 150m		
678	false	베이커스필드 카페	수도권	서울	서울 강남구 역삼동 817-18	02-564-3310			빵집	일부 채식	http://cafe.naver.com/ululul/79092	37.500049	127.028238	10여 종류의 비건 빵					강남역 7번 출구 150m 파리바게트 앞 골목 우회전 200m 왼편		
679	false	카페 하루노이	수도권	서울	서울 광진구 능동 283-17	02-453-0508			빵집	일부 채식	http://cafe.naver.com/ululul/79512	37.55359	127.077861	두유교체 가능, 비건 쇼트케익, 와플, 쿠키 등							
680	false	Le ALASKA	수도권	서울	서울 강남구 신사동 653-9	02-516-5871			빵집	일부 채식		37.524061	127.03766	바게트, 잡곡깜빠뉴, 통밀빵, 크린베리빵 등이 비건(유기농)					압구정 도산공원 크라제 버거 근처		
681	false	김영모과자점	수도권	서울	서울 서초구 서초동 1335 무지개종합상가	02-3473-5484			빵집	일부 채식	http://cafe.naver.com/ululul/82203	37.488676	127.027824	천연발효 유기농 건강빵							
682	false	떡사모 용문점	충청	대전	대전 서구 용문동 260-17	1566-4108			빵집	비건	http://www.ddsamo.com	36.335974	127.392097	첨가물 없는 떡							
683	false	떡사모 둔산점	충청	대전	대전 서구 둔산동 1453	042-483-4108			빵집	비건	http://www.ddsamo.com	36.350942	127.388148	첨가물 없는 떡					대덕프라자		
684	false	떡사모 관평점	충청	대전	대전 유성구 관평동 911	042-934-4108			빵집	비건	http://www.ddsamo.com	36.422042	127.388105	첨가물 없는 떡					도모프라자		
685	false	떡사모 월평점	충청	대전	대전 서구 월평동 246-1	042-482-4108			빵집	비건	http://www.ddsamo.com	36.361621	127.378449	첨가물 없는 떡					일산빌딩 1층		
686	false	떡사모 관저점	충청	대전	대전 서구 관저동 1340	042-544-4108			빵집	비건	http://www.ddsamo.com	36.299286	127.339826	첨가물 없는 떡					하이론상가 122호		
687	false	떡사모 버드내점	충청	대전	대전 중구 태평동 422-33	042-526-4108			빵집	비건	http://www.ddsamo.com	36.319378	127.392225	첨가물 없는 떡					버드내프라자 102호		
688	false	락쉬미 부산 장산점	경상	부산	부산시 해운대구 좌동 1492	051- 703-7001			빵집	비건	http://www.laksheme.com/	35.172475	129.177589	벗수제스팀도넛 카페 (비건도넛), 음료는 유제품 있음					KCC스위첸 아파트 상가동 112호		
689	false	락쉬미 월곡점	수도권	서울	서울 성북구 하월곡동 7	070-4259-0929			빵집	비건	http://www.laksheme.com/	37.605086	127.044182	벗수제스팀도넛 카페 (비건도넛), 음료는 유제품 있음							
691	false	락쉬미 송도점	수도권	인천	인천 연수구 송도동 22-21	032-832-5523			빵집	비건	http://www.laksheme.com/	37.39325	126.646236	벗수제스팀도넛 카페 (비건도넛), 음료는 유제품 있음					푸르지오 월드마크7 단지 132호		
692	false	소딜리셔스(So Delicious) 올림픽점	수도권	서울	서울 강동구 성내동 448-8	02-476-2871			빵집	비건	http://www.유기농베이커리.kr	37.524188	127.128698	유기농비건아이스크림							
693	false	소딜리셔스(So Delicious) 서초점	수도권	서울	서울 서초구 서초동 1594-3	02-3471-0064			빵집	비건	http://www.유기농베이커리.kr	37.486539	127.014002	유기농비건아이스크림					1층		
694	false	소딜리셔스(So Delicious) 동탄점	수도권	화성시	경기 화성시 반송동 93-2	031-730-2871			빵집	비건	http://www.유기농베이커리.kr	37.204481	127.072777	유기농비건아이스크림					SR 프라자		
695	false	퓨얼리데카던트(확인요)	수도권	서울	서울 동작구 노량진동 노량진역 9호선 역사내	02-825-0448			빵집	비건		37.513641	126.941743	유기농비건아이스크림					9호선 노량진역 역사내 2번 출구쪽 매장		
696	false	떡담 고양화정점	수도권	고양시	경기 고양시 덕양구 화정동 1002-1	031-979-2929			빵집	락토 채식	http://www.ricepie.com	37.630577	126.830801	천연재료 떡전문점(take out), 일부 락토					명지프라자 1층		
697	false	떡담 롯데마트 가락점	수도권	서울	롯데마트 가락점				빵집	락토 채식	http://www.ricepie.com	37.491766	127.117889	천연재료 떡전문점(take out), 일부 락토							
698	false	떡담 수원갤러리아점	수도권	수원	수원 갤러리아				빵집	락토 채식	http://www.ricepie.com	37.260959	127.032353	천연재료 떡전문점(take out), 일부 락토							
699	false	떡담 광주 신창점	전라	광주광역시	광주광역시 광산구 신창동1128-1				빵집	락토 채식	http://www.ricepie.com	35.1966	126.83682	천연재료 떡전문점(take out), 일부 락토							
700	false	떡담 광주 봉선점	전라	광주광역시	광주광역시 남구 봉선동 985				빵집	락토 채식	http://www.ricepie.com	35.129763	126.910028	천연재료 떡전문점(take out), 일부 락토					라인광장상가 107호		
701	false	떡담 광주 수완점	전라	광주광역시	광주광역시 광산구 수완동 1093	062-959-9588			빵집	락토 채식	http://www.ricepie.com	35.191627	126.825952	천연재료 떡전문점(take out), 일부 락토							
702	false	떡담 고양 화정점	수도권	고양시	경기도 고양시 덕양구 화정동 1000-2	031-979-2929			빵집	락토 채식	http://www.ricepie.com	37.63028	126.832775	천연재료 떡전문점(take out), 일부 락토					1층		
703	false	떡담 용인 죽전점	수도권	용인	경기 용인시 수지구 죽전동1188-1	070-8884-7300			빵집	락토 채식	http://www.ricepie.com	37.33191	127.126445	천연재료 떡전문점(take out), 일부 락토					건영타운 1층		
704	false	떡담 인천 송림점	수도권	인천	인천 동구 송림동 102-30	032-777-8573			빵집	락토 채식	http://www.ricepie.com	37.471227	126.649774	천연재료 떡전문점(take out), 일부 락토							
705	false	떡담 화성동탄점	수도권	화성시	경기 화성시 반송동 103	031-613-7960			빵집	락토 채식	http://www.ricepie.com	37.19051	127.075008	천연재료 떡전문점(take out), 일부 락토					1층		
706	false	떡담 용인수지점	수도권	용인	경기도 용인시 수지구상현동 259	031-262-2324			빵집	락토 채식	http://www.ricepie.com	37.307341	127.085472	천연재료 떡전문점(take out), 일부 락토							
707	false	떡담 김포풍무점	수도권	김포	경기 김포시 풍무동 115-11	031-981-0085			빵집	락토 채식	http://www.ricepie.com	37.606365	126.722102	천연재료 떡전문점(take out), 일부 락토							
708	false	떡담 남양주 진접점	수도권	남양주	경기 남양주시 진접읍 금곡리 1096-1	031-571-9449			빵집	락토 채식	http://www.ricepie.com	37.714438	127.198538	천연재료 떡전문점(take out), 일부 락토					으뜸빌딩 108호		
709	false	떡담 역삼점	수도권	서울	서울 강남 역삼동 708-34	02-501-4834			빵집	락토 채식	http://www.ricepie.com	37.502823	127.048846	천연재료 떡전문점(take out), 일부 락토							
710	false	떡담 평택점	수도권	평택	경기 평택시 평택동 293-8	031-655-7191			빵집	락토 채식	http://www.ricepie.com	36.990728	127.088642	천연재료 떡전문점(take out), 일부 락토					1층		
711	false	떡담 안성점	수도권	안성	경기 안성시 연지동 83	031-676-3640			빵집	락토 채식	http://www.ricepie.com	37.00918	127.271035	천연재료 떡전문점(take out), 일부 락토							
712	false	떡담 안산점	수도권	안산	경기 안산시 단원구 고잔동 729-3	031-403-4477			빵집	락토 채식	http://www.ricepie.com	37.314253	126.838548	천연재료 떡전문점(take out), 일부 락토					로데오프라자 103호		
